Label,Tokens
1,"['join', 'give', 'advice', 'spot', 'desired', 'say', 'would', 'greatest', 'pleasure']"
0,"['barnum', 'freak', 'physically', 'make', 'received', 'ordinary', 'office', 'grey', 'check', 'coat', 'broad', 'daylight']"
0,"['story', 'almost', 'silly', 'syme', 'good', 'get-up', 'said', 'syme', 'draining', 'glass', 'macon', 'lot', 'better']"
0,"['telegraph', 'kill', 'supreme', 'council', 'regard', 'trivial', 'matter', 'like', 'post', 'card', 'may', 'left', 'private']"
2,"['strange', 'tenour', 'perchance', 'duke', '’', 'death', 'perchance', 'entering', 'monastery', 'chance', 'nothing', 'writ', 'look', 'th', '’', 'unfolding', 'star']"
2,"['set', 'mine', 'eye', 'tackle', 'heart', 'crack', '’', 'burn', '’', 'shroud', 'wherewith', 'life', 'sail', 'turned']"
0,"['idler', 'top', 'hat', 'looked', 'back', 'window', 'driven', 'away', 'great', 'indignation', 'enough']"
1,"['mistaken', 'amazing', 'sure', 'believing', 'entirely', 'approved', 'meant', 'encourage']"
1,"['go', 'company', 'leave', 'harriet', 'ill', 'behind', 'strange', 'indeed', 'believe', 'many', 'men', 'especially', 'single', 'men', 'inclination']"
1,"['great', 'inequality', 'sensible', 'disappointment', 'single']"
0,"['first', 'woman', 'seymour', 'looked', 'troubled', 'first', 'time', 'hardly', 'point', 'fact', 'said']"
1,"['disposed', 'door', 'two', 'room', 'opposite', 'might', 'use', 'room', 'dance', 'across', 'passage']"
0,"['condescended', 'priest', 'simplicity', 'condescended', 'expansively', 'settled', 'comfort', 'arm-chair', 'began', 'talk', 'tone', 'somewhat']"
1,"['saying', 'every', 'afterwards', 'talk', 'success', 'merit']"
0,"['chap', 'said', 'constable', 'confidentially', 'cutler', 'cutler', 'made', 'answer', 'said', 'sharply', 'moment', 'must', 'attend']"
2,"['wish', 'fault', 'undone', 'issue', 'proper', 'gloucester', 'son', 'sir', 'order', 'law']"
0,"['threefold', 'traitor', 'turned', 'last', 'time', 'stood', 'strained', 'ear', 'heartless', 'silence', 'almost', 'fancied', 'could', 'hear']"
1,"['good', 'plan', '_we_', 'exert', 'think', 'shall', 'long', 'want', 'ally', 'something']"
1,"['settled', 'excuse', 'said', 'jane', 'earnestly', 'mean', 'consent', 'arrangement', 'needlessly', 'troublesome', 'servant', 'errand']"
2,"['good', 'loyal', 'destroying', 'wealth', 'macduff', 'avarice', 'stick', 'deeper', 'grows', 'pernicious', 'root', 'summer-seeming', 'lust', 'hath']"
2,"['jew', 'duke', 'antonio', 'old', 'shylock', 'stand', 'forth', 'portia', 'name', 'shylock', 'shylock', 'shylock', 'name', 'portia', 'strange', 'nature']"
1,"['disappointment', 'father', 'altogether', 'know', 'rather', 'opinion', 'ten', 'couple', 'might', 'stand', 'well', 'emma', 'perceived']"
1,"['another', 'long', 'walk', 'donwell', 'abbey', 'thank', 'sir', 'thank', 'going', 'moment', 'think', 'sooner', '_you_']"
1,"['dying', 'action', 'abroad', 'widow', 'sinking', 'consumption', 'grief', 'soon', 'afterwards', 'girl', 'birth', 'belonged', 'highbury']"
0,"['consists', 'saying', 'lord', 'jones', 'dead', 'people', 'never', 'knew', 'lord', 'jones', 'alive', 'present', 'correspondent', 'think', 'like', 'many']"
2,"['made', 'good', 'haste', 'come', 'walk', '’', 'friend', 'greet', 'u', 'anon', 'gentle', 'varrius', '_exeunt._', 'scene', 'vi', 'street', 'near']"
0,"['right', 'cheek', 'left', 'nothing', 'rationally', 'speaking', 'scare', 'anyone', 'many', 'people', 'nervous']"
1,"['know', 'manner', 'you.', 'cold', 'artificial', 'always', 'part', 'act.', 'life', 'deceit', 'know']"
0,"['sea', 'moaning', 'behind', 'church', 'excuse', 'droning', 'front', 'put', 'fantastic', 'feature', 'probably', 'plain']"
0,"['ruled', 'king', 'italy', 'king', 'thief', 'king', 'thief', 'great', 'man', 'replied', 'muscari', 'worthy']"
2,"['dear', 'princess', 'request', 'far', 'reason', '’', 'yielding', 'fair', 'self', 'make', 'yielding', '’', 'gainst', 'reason', 'breast']"
0,"['something', 'romantic', 'even', 'secret', 'form', 'landscape', 'river', 'still', 'well', 'wide', 'deep', 'enough', 'pleasure']"
1,"['speaking', 'ill', 'must', 'safe', 'moment', 'mr.', 'weston', 'appeared', 'little', 'distance']"
1,"['decide', 'degree', 'acquaintance', 'miss', 'fairfax', 'must', 'already', 'given', 'account.', 'shall', 'commit', 'claiming']"
2,"['reek', 'noted', 'well', 'passion', '“', 'ay', '”', 'say', 'one', '“', 'jove', '”', 'cry', 'one', 'hair', 'gold', 'crystal', '’', 'eye']"
1,"['well', 'delivered', 'could', 'expected', 'contained', 'separated', 'feebleness', 'tautology', 'narration']"
1,"['happy', 'fetch', 'invite', 'sir', 'old', 'lady', 'old', 'lady', 'young', 'lady']"
2,"['shall', 'king', 'coming', '_sennet', 'within._', 'enter', 'lear', 'cornwall', 'albany', 'goneril', 'regan', 'cordelia', 'attendant', 'lear', 'attend', 'lord', 'france', 'burgundy']"
1,"['little', 'friend', 'soon', 'hear', 'something', 'advantage', 'indeed', 'sort', 'serious', 'sort', 'assure', 'still', 'smiling']"
1,"['coming', 'must', 'letter', 'settle', 'long', 'gone', 'much', 'engaged', 'company']"
1,"['drawn', 'two', 'pretty', 'picture', 'think', 'may', 'third', 'something', 'do-nothing', 'do-all']"
0,"['talking', 'fiercely', 'fresh', 'land', 'found', 'little', 'ship', 'much', 'dined', 'drake', 'find', 'rum', 'sort']"
0,"['modest', 'look', 'merciful', 'called', 'mr.', 'witherspoon', 'velvet', 'jacket', 'say', 'merciful', 'repeated', 'gregory', 'furiously']"
1,"['door', 'tree', 'touched', 'inimitable', 'spirit', 'situation', 'would', 'much', 'le', 'character', 'naivete']"
1,"['read', 'together', 'mean', 'know', 'emma', 'meaning', 'read', 'ever', 'since', 'twelve', 'year', 'old']"
1,"['cole', 'many', 'agree', 'every', 'body', 'spoke', 'subject', 'equally', 'convinced', 'must', 'come', 'colonel', 'campbell']"
0,"['distinct', 'word', 'killed', 'next', 'came', 'word', 'terrible', 'clearness', 'coming', 'nearer', 'next', 'one', 'man', 'rushing']"
1,"['happiness', 'yet', 'passed', 'never', 'unhappy', 'man', 'temper', 'secured', 'even']"
0,"['man', 'gave', 'u', 'blue', 'card', 'seems', 'make', 'everything', 'nonsense', 'care', 'know']"
2,"['save', 'brother', 'isabella', 'going', 'resolve', 'rather', 'brother', 'die', 'law', 'son']"
1,"['little', 'doubt', 'idea', 'preferred', 'would', 'usual', 'weight', 'efficacy', 'really']"
0,"['knife', 'best', 'thing', 'brought', 'knife', 'would', 'new', 'emotion', 'get', 'knife']"
0,"['set', 'forest', 'superstition', 'fire', 'men', 'saw', 'flaming', 'tower', 'everywhere', 'say', 'right']"
1,"['papa', 'think', 'excellent', 'improvement', 'obliged', 'repeat', 'explain', 'fully', 'comprehended']"
2,"['respect', 'grief', 'constance', 'talk', 'never', 'son', 'king', 'philip', 'fond', 'grief', 'child']"
1,"['fully', 'convinced', 'love', 'harriet', 'series', 'strange', 'blunder']"
1,"['capacity', 'neither', 'give', 'book', 'write', 'possible', 'reflection', 'harriet', 'submitted']"
0,"['lord', 'falconroy', 'famous', 'traveller', 'true-blooded', 'aristocrat', 'fresh', 'england', 'oak-groves', 'lord', 'falconroy', 'travel', 'began', 'ancient', 'feudal', 'title', 'resurrected']"
1,"['alphabet', 'box', 'letter', 'used', 'stand', 'sort', 'dull-looking', 'evening', 'ought', 'treated', 'rather']"
0,"['beautiful', 'arched', 'ceiling', 'front', 'hall', 'suspended', 'chain', 'exquisite', 'ironwork', 'lantern', 'one', 'hundred', 'treasure']"
2,"['others', 'mealed', 'corrects', 'tyrannous', '’', '_knocking', 'within', 'provost', 'go']"
2,"['countenance', 'merely', 'upon', 'vexed', 'late', 'passion', 'difference', 'conception', 'proper', 'give', 'soil', 'perhaps']"
1,"['favour', 'intellectual', 'superiority', 'make', 'atonement', 'frighten', 'might', 'hate', 'outward', 'respect', 'never']"
2,"['love', 'shall', 'deny', 'bassanio', 'ring', 'good', 'sir', 'ala', 'trifle', 'shame']"
1,"['cared', 'whether', 'dead', 'alive', 'friend', 'fancied', 'otherwise', 'wish', 'misled']"
2,"['love', 'good', 'trebonius', 'gentleman', 'all—alas', 'shall', 'say', 'credit', 'stand', 'slippery', 'ground', 'one', 'two', 'bad', 'way']"
2,"['cicero', 'say', 'anything', 'casca', 'ay', 'spoke', 'greek', 'cassius', 'effect', 'casca', 'nay', 'tell', '’', 'ne', '’', 'er', 'look', '’']"
0,"['sprawlingly', 'recovered', 'hat', 'made', 'odd', 'little', 'bobbing', 'bow', 'setting', 'everything', 'quite', 'right', 'hardly', 'understand', 'replied']"
1,"['thing', 'oh', '_shall_', '_not_', 'thing', 'eagerly', 'rejoined', 'mrs.', 'elton', 'allow']"
1,"['one', 'subject', 'observation', 'conviction', 'prophecy', 'last', 'six', 'week', 'confession', 'completely', 'renewed', 'first', 'shame']"
1,"['tyrannic', 'influence', 'youth', 'youth', 'shaken', 'determination', 'never', 'settling', 'till', 'could', 'purchase', 'randalls']"
2,"['thee', 'costard', 'fight', 'pole', 'like', 'northern', 'man', '’', 'slash', '’', 'sword', 'bepray', 'let']"
0,"['eye', 'black', 'shade', 'brim', 'cut', 'face', 'squarely', 'two', 'seemed', 'wearing', 'one']"
1,"['much', 'astonished', 'mr.', 'elton', 'spirit', 'feeling', 'harriet', 'seemed', 'quite', 'forgotten', 'expectation', 'pleasant', 'party', 'sure']"
0,"['seriousness', 'race', 'see', 'said', 'sharply', 'command', 'must', 'fetch', 'doctor', 'man', 'dead', 'priest']"
1,"['could', 'say', 'sorry', 'account', 'cheerful', 'look', 'would', 'contradicted']"
2,"['done', 'immediately', 'antony', 'octavius', 'lead', 'battle', 'softly', 'upon', 'left', 'hand', 'even', 'field', 'octavius', 'upon', 'right', 'hand']"
0,"['attached', 'pink', 'paper', 'heartily', 'despised', 'called', 'smart', 'society', 'capacity', 'reporter', 'something', 'painfully', 'like', 'spy']"
2,"['rather', 'giantess', 'lie', 'mount', 'pelion', 'well', 'find', 'twenty', 'lascivious', 'turtle', 'ere', 'one', 'chaste', 'man', 'mistress', 'ford']"
1,"['well', 'acquainted', 'claim', 'harriet', 'know', 'handsome', 'young', 'man']"
2,"['shylock', 'debating', 'present', 'store', 'near', 'guess', 'memory', 'instantly', 'raise', 'gross', 'full']"
1,"['different', 'conviction', 'emma', 'could', 'look', 'perfectly', 'unconscious', 'innocent', 'answer', 'manner', 'appropriated', 'nothing', 'think', 'to-morrow', 'dear', 'emma']"
2,"['peace', 'part', 'body', 'soul', 'contemplation', 'devout', 'desire', 'salisbury', 'believe', 'thee', 'beshrew', 'soul']"
2,"['thus', 'cried', 'worthy', 'thane', 'unbend', 'noble', 'strength', 'think', 'brainsickly', 'thing', 'go', 'get', 'water', 'wash']"
0,"['never', 'pretended', 'understand', 'understood', 'perfectly', 'well', 'mr', 'boulnois', 'drew', 'near', 'contained', 'glow', 'certainty']"
2,"['fortune', 'crost', 'father', 'daughter', 'lost', '_exit._', 'scene', 'vi', 'enter', 'masquer', 'gratiano', 'salarino', 'gratiano']"
2,"['companion', 'warily', 'stole', 'neighbour', 'thicket', 'overheard', 'shall', 'overhear', 'disguised']"
0,"['exactly', 'forgive', 'know', 'contentment', 'optimism', 'call', 'thing', 'ultimate', 'reconciliation', 'well']"
2,"['thunder', 'bend', 'spoke', 'manifold', 'strong', 'bond', 'child', 'bound', 'father', 'sir', 'fine', 'seeing', 'loathly', 'opposite']"
1,"['bring', 'converse', 'important', 'subject', 'apology', 'seemingly', 'ungracious', 'silence', 'first', 'reception', 'warmest', 'expression']"
1,"['depend', 'upon', 'would', 'like', 'charade', 'slighted', 'much', 'better', 'passion', 'poet', 'love', 'must', 'encouraged']"
1,"['addressing', 'lover.', 'expression', 'eye', 'correct', 'miss', 'smith', 'eyebrow', 'eyelash', 'fault']"
2,"['cauldron', 'boiling', 'thunder', 'enter', 'three', 'witch', 'first', 'witch', 'thrice', 'brinded', 'cat', 'hath', 'mew', '’', 'second', 'witch', 'thrice', 'hedge-pig', 'whin', '’', 'third']"
0,"['doubt', ""'ve"", 'heard', 'career', 'rather', 'romantic', 'distinguished', 'even', 'exploit', 'sadowa', 'gravelotte', 'fact']"
2,"['witch', 'harpier', 'cry', '—', '’', 'ti', 'time', '’', 'ti', 'time', 'first', 'witch', 'round', 'cauldron', 'go', 'poison', '’', 'entrails', 'throw.—', 'toad', 'cold', 'stone', 'day']"
2,"['thy', 'proof', 'repeal', 'reconciles', 'thee', 'hap', 'tonight', 'safe', '’', 'scape', 'king', 'lurk', 'lurk', '_exit._', 'scene', 'vii', 'room']"
2,"['fault', 'fault', 'patch', '’', 'salisbury', 'effect', 'new-crown', '’', 'breath', '’', 'counsel']"
2,"['wrong', 'tongue', 'hath', 'power', 'curse', 'right', 'pandulph', '’', 'law', 'warrant', 'lady', 'curse', 'constance', 'mine']"
0,"['table', 'said', 'duke', 'low', 'voice', 'believe', 'alone', 'live']"
1,"['merit', 'blind', 'fault', 'always', 'innocently', 'busy', 'might', 'model', 'right', 'feminine', 'happiness', 'evening', 'day']"
2,"['’', 'ti', 'need', 'affection', '’', 'man-at-arms', 'consider', 'first', 'swear', 'unto', 'fast', 'study', 'see']"
1,"['quiet', 'mr.', 'elton', 'subject', 'completely', 'past', 'reviving', 'question', 'would', 'awkward', 'happened']"
1,"['mean', 'attached', 'girl', 'steadiness', 'character', 'good', 'judgment', 'always', 'given']"
1,"['little', 'reserve', 'manner', 'emma', 'continued', 'mean', 'return', 'favourable', 'answer', 'collect', 'mean']"
0,"['near', 'hell', 'gogol', 'said', 'absolute', 'simplicity', 'child', 'wish', 'knew', 'hurt', 'much', 'still']"
2,"['served', 'lust', 'mistress', '’', 'heart', 'act', 'darkness', 'swore', 'many', 'oath', 'spake', 'word', 'broke']"
0,"['come', 'big', 'bandstand', 'priest', 'looking', 'curiosity', 'something', 'rather', 'odd']"
1,"['charity', 'impute', 'unbecoming', 'indifference', 'languor', 'ill-health', 'xiii', 'emma', 'continued', 'entertain', 'doubt']"
2,"['trouble', 'brain', 'sweet', 'oblivious', 'antidote', 'cleanse', 'stuff', '’', 'bosom', 'perilous', 'stuff', 'weighs', 'upon', 'heart', 'doctor', 'therein']"
0,"['enemy', 'professed', 'duty', 'enemy', 'concession', 'cause', 'appeal', 'principle', 'would', 'probably', 'get']"
2,"['tempt', 'danger', 'true', 'defence', 'lest', 'marking', 'rage', 'forget', 'worth', 'greatness', 'nobility', 'bigot']"
2,"['leave', 'war', 'bastard', 'rather', 'see', 'well', 'sinewed', 'defence', 'salisbury', 'nay', '’', 'ti']"
2,"['let', 'sorrow', 'split', 'heart', 'ever', 'hate', 'thee', 'thy', 'father', 'edgar', 'worthy', 'prince', 'know', '’', 'albany', 'hid']"
2,"['rain', 'came', 'wet', 'wind', 'make', 'chatter', 'thunder', 'would', 'peace', 'bidding']"
0,"['tint', 'arranged', 'like', 'somewhere', 'never', 'architectural', 'proportion', 'next', 'moment', 'glimpse', 'dark', 'tree', 'told', 'wanted']"
0,"['block', 'building', 'seen', 'across', 'river', 'began', 'silence', 'mount', 'naked', 'numberless', 'stone', 'step', 'pausing']"
0,"['success', 'muscari', 'illogicality', 'lover', 'admired', 'filial', 'devotion', 'yet', 'irritated', 'slapped', 'sword', 'back']"
0,"['organised', 'hate', 'clear', 'accursed', 'men', 'knew', 'two', 'three', 'men', 'looking', 'little']"
0,"['exquisitely', 'good', 'call', 'innocent', 'section', 'oh', 'said', 'syme', 'naturally', 'therefore', 'people', 'talk', 'happy', 'time', 'coming', ""'the"", 'paradise']"
1,"['injured', 'person', 'injured', 'coldness', 'went', 'away', 'determined', 'make', 'first', 'advances.', 'shall', 'always', 'congratulate']"
1,"['evening', 'cold', 'sleety', 'april', 'day', 'rush', 'world', 'could', 'touch', 'finger', 'instantly', 'taken', 'back']"
2,"['closet', 'dat', 'vill', 'varld', 'shall', 'leave', 'behind', 'mistress', 'quickly', 'ay', '’', 'find', 'young', 'man']"
0,"['convey', 'simple', 'message', 'would', 'seem', 'idle', 'tap', 'upon', 'table', 'knee', 'wine', 'companionship', 'always', 'effect']"
2,"['know', 'would', 'never', 'boarded', 'fury', 'mistress', 'ford', '“', 'boarding', '”', 'call', '’', 'sure']"
2,"['prince', 'caesar', 'coward', 'die', 'many', 'time', 'death', 'valiant', 'never', 'taste', 'death', 'wonder', 'yet']"
1,"['come', 'see', 'miss', 'taylor', 'surprized', 'papa', 'least', 'know', 'dear', 'sure']"
1,"['mr.', 'frank', 'churchill', 'still', 'declined', 'looking', 'serious', 'could', 'father', 'gave', 'hearty', 'support', 'calling', 'good', 'friend']"
2,"['find', 'upon', 'complaint', 'whatsoever', 'dwelling', 'pompey', 'shall', 'beat']"
1,"['glance', 'may', 'approval', 'beam', 'soft', 'eye', 'harriet', 'exactly', 'soft', 'word', 'eye', 'epithet', 'justest']"
1,"['consideration', 'child', 'given', 'care', 'wealth', 'churchill', 'comfort', 'seek']"
1,"['thing', 'going', 'among', 'engaged', 'mrs.', 'weston', 'correspond', 'kind', 'promise']"
2,"['bear', 'potency', 'made', 'good', 'take', 'thy', 'reward', 'five', 'day', 'allot', 'thee', 'provision', 'shield', 'thee', 'disaster', 'world']"
1,"['one', 'looked', 'like', 'emma', 'word', 'every', 'body', 'word', 'soon', 'lost', 'incessant', 'flow', 'miss', 'bates', 'came']"
1,"['tried', 'shrubbery', 'every', 'place', 'every', 'posture', 'perceived', 'acted', 'weakly', 'imposed', 'others']"
2,"['create', 'thee', 'lord', 'master', 'goneril', 'mean', 'enjoy', 'albany', 'let-alone', 'lie', 'good', 'edmund']"
0,"['find', 'another', 'figure', 'already', 'near', 'knew', 'figure', 'yet', 'terrified', 'dissipated', 'youth', 'called', 'dalroy']"
1,"['intelligence', 'letter', 'soon', 'possible', 'mrs.', 'weston', 'communication', 'furnished', 'emma', 'food', 'unpleasant', 'reflection', 'increasing', 'esteem', 'compassion']"
0,"['door', 'heard', 'garden', 'gate', 'slam', 'stood', 'looking', 'cray', 'silence', 'said', 'quietly', 'shall', 'talk']"
0,"['could', 'written', 'note', 'cried', 'flambeau', 'note', 'utterly', 'wrong', 'fact', 'innocent', 'guilty', 'dr', 'hirsch', 'knew']"
1,"['received', 'thanks', 'coming', 'asked', 'glimpse', 'caught', 'blind', 'two', 'figure', 'passing', 'near', 'window']"
1,"['sanguine', 'ought', 'come', 'said', 'emma', 'could', 'stay', 'couple', 'day', 'ought', 'come', 'one', 'hardly', 'conceive']"
2,"['lear', 'lear', 'lear', '_striking', 'head._', 'beat', 'gate', 'let', 'thy', 'folly', 'thy', 'dear', 'judgement', 'go', 'go', 'people']"
1,"['doubt', 'never', 'pleasing', 'safety', 'reserve', 'attraction', 'one', 'love', 'reserved', 'person', 'till', 'reserve', 'cease', 'towards']"
1,"['dear', 'said', 'father', 'wrote', 'letter', 'poor', 'mrs.', 'weston', 'congratulate', 'proper', 'handsome', 'letter', 'shewed']"
0,"['may', 'think', 'better', 'narrated', 'came', 'way', 'comrade', 'syme', 'rather', 'word', 'seemed']"
2,"['safe', 'ditch', 'bides', 'twenty', 'trenched', 'gash', 'head', 'least', 'death', 'nature', 'macbeth', 'thanks']"
2,"['hearse', 'stand', 'body', 'second', 'citizen', 'room', 'antony', 'noble', 'antony', 'antony', 'nay', 'press', 'upon', 'stand', 'far']"
2,"['afternoon', 'drunk', 'best', 'little', 'worse', 'man', 'worst', 'little']"
2,"['creditor', 'yet', 'say', 'truth', 'lief', 'foppery', 'freedom', 'morality', 'imprisonment', '’', 'thy', 'offence', 'claudio']"
1,"['surry', 'fancy', 'replied', 'mrs.', 'elton', 'satisfied', 'smile', 'never', 'heard', 'county', 'surry', 'called', 'emma']"
0,"['tipped', 'car', 'shall', 'find', 'rolling', 'colt', 'roll', 'field', 'kicking', 'leg', 'fun']"
2,"['need', 'fear', 'bawd', 'escalus', 'pretty', 'order', 'beginning', 'tell', 'heading', 'hanging', 'pompey']"
1,"['like', 'corner', 'vicarage', 'lane', 'dare', 'say', 'apology', 'accepted', 'sir', 'mr.', 'elton', 'know', 'yes', 'young', 'lady', 'bride']"
1,"['encouragement', 'people', 'marry', 'emma', 'done', 'father', 'growing', 'nervous', 'could', 'understand', '_her_', 'mind', 'returned', 'mrs.', 'elton', 'offence']"
2,"['pygmalion', '’', 'image', 'newly', 'made', 'woman', 'putting', 'hand', 'pocket', 'extracting', 'clutched', 'reply', 'ha']"
2,"['particular', 'fear', 'thereto', 'add', 'reason', 'may', 'compact', 'get', 'gone', 'hasten', 'return', '_exit', 'oswald._']"
2,"['love', 'respect', 'besides', 'grandsire', 'englishman', 'awakes', 'conscience', 'confess', 'lieu', 'whereof']"
2,"['favour', 'turn', 'fashion', 'day', 'native', 'blood', 'counted', 'painting', 'therefore', 'red', 'would', 'avoid', 'dispraise', 'paint', 'black']"
1,"['wit', 'wish', 'could', 'contrive', 'said', 'think', 'tolerable', 'pretence', 'going', 'servant']"
1,"['meaning', 'go', 'going', 'father', 'began', 'inquiry', 'well', 'dear', 'get', 'safely', 'find']"
1,"['see', 'nothing', 'natural', 'consistent', 'degree', 'discretion', 'blind', 'world', 'engagement', 'behaving']"
0,"['forward', 'find', 'trace', 'quarry', 'private', 'named', 'schwartz', 'since', 'unknown', 'profession', 'found']"
1,"['poor', 'little', 'creature', 'unhappy', 'would', 'made', 'emma', 'wished', 'alone', 'mrs.', 'weston', 'heard']"
2,"['fearful', 'difference', 'incensed', 'king', 'shall', 'hand', 'lately', 'purg', '’', 'blood', 'newly', 'join', '’', 'love', 'strong', 'unyoke']"
2,"['king', 'stand', 'within', 'prospect', 'belief', 'cawdor', 'say', 'whence', 'owe', 'strange', 'intelligence']"
0,"['water', 'broken', 'paddle', 'canoe', 'girl', 'voice', 'giving', 'order', 'voice', 'gipsy', 'answering', 'coming', 'nearer', 'plumping', 'sucking']"
1,"['occasional', 'prevalence', 'ridiculous', 'good', 'woman', 'fortune', 'would', 'leave', 'every', 'harmless', 'absurdity', 'take', 'chance']"
2,"['bear', 'shame', 'patiently', 'duke', '’', 'teach', 'shall', 'arraign', 'conscience', 'try', 'penitence']"
2,"['mean', 'cornwall', 'villain', '_draws', 'run', 'him._', 'first', 'servant', 'nay', 'come', 'take', 'chance', 'anger', '_draws']"
1,"['eager', 'curiosity', 'warm', 'prepossession', 'cheerful', 'animated', 'suspicious', 'busy', 'imagination', 'harriet', 'smiled', 'smile', 'grew', 'stronger']"
0,"['moment', 'said', 'abruptly', 'must', 'bewitched', 'feel', 'furious', 'curiosity', 'yes', 'swear', 'tell']"
1,"['visitor', 'newly', 'married', 'pair', 'still', 'cake', 'eaten', 'rest', 'benevolent', 'nerve', 'till']"
1,"['alert', 'engaging', 'jane', 'fairfax', 'might', 'augur', 'something', 'immediate', 'appearance', 'talking']"
0,"['wanted', 'poisoned', 'pretty', 'near', 'said', 'brown', 'shadow', 'smile', 'emetic', 'suddenly', 'taken', 'effect']"
1,"['assure', 'suspected', 'yet', 'manner', 'evidently', 'think', 'equal', 'even', 'brother', 'mr.', 'suckling', 'happens', 'one']"
1,"['would', 'well', 'keep', 'opinion', 'till', 'asked', 'make', 'business', 'wonder']"
0,"['going', 'asked', 'professor', 'moment', 'said', 'syme', 'scientific', 'detachment', 'think', 'going', 'smash']"
1,"['shall', 'chuse', 'pleasure', 'me.', 'oh', 'yes', 'must', 'could', 'refuse', 'keep', 'much']"
2,"['many', 'opportunity', 'cut', 'want', 'time', 'place', 'fruitfully', 'offered', 'nothing', 'done', 'return']"
1,"['additional', 'softness', 'strike', 'manner', 'softer', 'used', 'mean', 'thing', 'must']"
1,"['said', 'word', 'could', 'betray', 'well', 'said', 'mrs.', 'weston', 'smiling', 'give', 'credit', 'simple', 'disinterested', 'benevolence']"
2,"['married', 'man', '’', 'wife', '’', 'head', 'never', 'cut', 'woman', '’', 'head', 'provost', 'come', 'sir', 'leave', 'snatch', 'yield']"
0,"['ill-fitting', ""'ve"", 'said', 'rather', 'better', 'anything', 'submerged', 'class', 'evidently', 'belonged', 'moreover']"
2,"['convertite', 'tongue', 'shall', 'hush', 'storm', 'war', 'make', 'fair', 'weather', 'blust', '’', 'ring', 'land', 'ascension-day', 'remember', 'well', 'upon']"
0,"['gesture', 'man', 'frozen', 'moment', 'forced', 'hear', 'see', 'lantern', 'cried', 'syme']"
2,"['wednesday', 'last', 'spurn', '’', 'day', 'another', 'time', 'call', '’', 'dog', 'courtesy', '’', 'lend', 'thus', 'much', 'money', '”', 'antonio']"
2,"['sweet', 'complexion', 'crack', 'dumaine', 'dark', 'need', 'candle', 'dark', 'light', 'berowne', 'mistress', 'dare', 'never', 'come', 'rain', 'fear', 'colour']"
1,"['appear', 'censure', 'said', 'nonsense', 'shame', 'heard', 'frank', 'churchill', 'next', 'say', 'glance', 'towards', 'jane', 'give']"
2,"['quarter', 'coz', 'shallow', 'may', 'marrying', 'evans', 'marring', 'indeed', 'quarter', 'shallow', 'whit', 'evans', 'yes', 'py', '’', 'lady']"
0,"['noise', 'empty', 'bucket', 'plunged', 'full', 'stream', 'finally', 'sound', 'many', 'foot', 'around', 'fire', 'le']"
0,"['eye', 'fever', 'high-bridged', 'frost-bitten', 'nose', 'word', 'said', 'father', 'brown', 'come', 'prevent', 'man']"
2,"['misbecomed', 'oath', 'gravity', 'heavenly', 'eye', 'look', 'fault', 'suggested', 'u', 'make', 'therefore', 'lady', 'love']"
0,"['propriety', 'general', 'applause', 'difficult', 'part', 'thursday', 'died', 'quite', 'suddenly', 'consequently', 'called', 'meeting', 'evening', 'elect']"
1,"['know', 'come', 'master', 'lately', 'said', 'could', 'hardly', 'ever', 'get', 'speech', 'nothing']"
1,"['little', 'contrivance', 'every', 'body', 'might', 'lodged', 'hardly', 'knew', 'consciousness', 'two', 'spare']"
2,"['affair', 'first', 'murderer', 'well', 'let', '’', 'away', 'say', 'much', 'done', '_exeunt._', 'scene', 'iv', 'room', 'state', 'palace']"
1,"['great', 'secret', 'therefore', 'think', 'mentioning', 'body', 'said']"
2,"['act', 'skilful', 'shepherd', 'pill', '’', 'certain', 'wand', 'deed', 'kind', 'stuck']"
2,"['men', 'men', 'let', 'u', 'lose', 'oath', 'find', 'else', 'lose', 'keep', 'oath']"
2,"['imprisonment', 'due', 'bawd', '’', 'ti', 'right', 'bawd', 'doubtless', 'antiquity', 'bawd', 'born', 'farewell', 'good', 'pompey', 'commend']"
2,"['’', 'would', 'inform', '’', 'preparation', 'messenger', 'please', 'true', 'thane', 'coming', 'one', 'fellow', 'speed']"
1,"['one', 'believe', 'blame', 'disposed', 'blame', 'consequence', 'said', 'state', 'perpetual']"
1,"['of.', 'situation', 'desirable', 'situation', 'question', 'mrs.', 'elton', 'received', 'notice', 'morning', 'rapture']"
1,"['doubt', 'accent', 'meant', 'insinuating', 'sure', 'seen', 'understood', 'would', 'impossible', 'say', 'emma']"
0,"['went', 'ahead', 'talking', 'laughing', 'banker', 'courier', 'came', 'behind', 'speaking', 'sparely', 'rather', 'low', 'could', 'help', 'hearing', 'ezza', 'say']"
2,"['measured', 'mile', 'many', 'mile', 'princess', 'bid', 'tell', 'many', 'inch', 'doth', 'fill', 'one', 'mile', 'berowne', 'tell', 'measure']"
1,"['credit', 'still', 'disposed', 'give', 'credit', 'spite', 'one', 'great', 'deviation', 'strict', 'rule', 'right']"
0,"['tore', 'spectacle', 'broke', 'table', 'spectacle', 'blackguardly', 'said', 'look', 'face', 'dare']"
1,"['never', 'hear', 'often', 'enough', 'knew', 'could', 'far', 'huswife', 'since']"
2,"['first', 'best', 'meaning', 'incurr', '’', 'worst', 'thee', 'oppressed', 'king', 'cast', 'could', 'else', 'out-frown']"
